Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Analysis Notes,Certainty
-6200,-5500,Equidae,Equidae,femur,femur,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pelvis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Capra,Capra,mandible,mandible with teeth,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,mandible,mandible with teeth,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,fused metatarsal bones 3 and 4,metatarsus III + IV,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,mandible,mandible with teeth,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,mandible,mandible with teeth,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Capra,Capra,mandible,mandible with teeth,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ischium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ilium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Lepus,Lepus,ulna,ulna,Lepus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,innominate bone,ilium,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,calcaneus,calcaneus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,talus,astragalus,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,talus,astragalus,small/medium equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pelvis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,talus,astragalus,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pelvis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,middle phalanx,phalanx 2,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,mandible,mandible with teeth,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible without teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible without teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,talus,astragalus,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,ischium,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Lepus,Lepus,metapodium bone,"metapodial, indeterminate",Lepus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,metapodium bone,"metapodial, indeterminate",Vulpes sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,mandible,mandible without teeth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,distal phalanx,phalanx 3,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Lepus,Lepus,metapodium bone,"metapodial, indeterminate",Lepus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,distal phalanx,phalanx 3,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,horn,horn core,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,proximal phalanx,phalanx 1,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,distal phalanx,phalanx 3,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,mandible,mandible with teeth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,small/medium equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Capra,Capra,talus,astragalus,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,centroquartal bone,tarsal central + IV,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,middle phalanx,phalanx 2,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,ulna,ulna,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,ulna,ulna,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,ulna,ulna,large-sized artiodactyl,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,humerus,humerus,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,radius bone,radius,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,talus,astragalus,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,calcaneus,calcaneus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,distal phalanx,phalanx 3,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,distal phalanx,phalanx 3,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,talus,astragalus,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metacarpal bone of digit 3,metacarpus III,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,talus,astragalus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,femur,femur,medium-sized mammal (Ovis/Capra/Gazella),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,talus,astragalus,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Mammalia,Mammalia,tibia,tibia,large mammal (Bos),All taxa recorded,certain (over 90% confidence)
